no_of_samples,enb_rssi,ue_rssi,enb_rsrp,ue_rsrp,enb_pwr,ue_pwr
,-47,-55,-70,-69,-22.0512,-20.123669
,-47,-54,-70,-69,-22.059,-20.260169
,-47,-54,-70,-69,-21.9797,-20.320569
,-48,-54,-70,-69,-21.8415,-20.392469
,-50,-54,-71,-69,-21.8413,-20.400169
,-47,-54,-71,-69,-21.8844,-20.400169
,-48,-54,-74,-69,-21.8256,-20.406369
,-48,-54,-72,-69,-21.8179,-20.415669
,-47,-54,-72,-69,-21.8791,-20.386169
,-47,-54,-70,-69,-21.8346,-20.409169
,-47,-54,-70,-69,-21.8409,-20.394169
,-48,-54,-70,-69,-21.9142,-20.384469
,-49,-54,-71,-69,-21.8468,-20.381869
,-49,-54,-72,-69,-21.8457,-20.393669
,-48,-54,-74,-69,-21.8543,-20.397369
,-48,-54,-76,-69,-21.8544,-20.387769
,-47,-54,-70,-69,-21.5732,-20.410469
,-47,-54,-70,-69,-21.6527,-20.470969
,-47,-54,-70,-69,-21.9465,-20.400569
,-47,-54,-70,-69,-21.7466,-20.340569
,-49,-54,-71,-69,-21.623,-20.392669
,-51,-54,-73,-69,-21.8559,-19.963769
,-48,-54,-73,-69,-21.6373,-20.366369
,-47,-54,-71,-69,-21.6898,-20.422269
,-46,-54,-70,-69,-21.465,-20.449869
,-47,-54,-70,-69,-21.8037,-20.420269
,-47,-54,-70,-69,-21.8783,-20.335169
,-48,-54,-70,-69,-21.8401,-20.372269
,-49,-54,-71,-69,-21.851,-20.348369
,-49,-54,-73,-69,-21.8831,-20.317169
,-48,-54,-74,-69,-21.7664,-20.353969
,-47,-54,-73,-69,-21.7527,-20.369469
,-47,-54,-70,-69,-21.7327,-20.367969
,-47,-54,-70,-69,-21.8284,-20.39169
,-47,-54,-70,-69,-21.851,-20.330569
,-48,-54,-70,-69,-21.9506,-20.341469
,-49,-54,-71,-69,-21.8646,-20.350669
,-49,-54,-72,-69,-21.7967,-20.351769
,-48,-54,-72,-69,-21.6404,-20.33369
,-47,-54,-71,-69,-21.5977,-20.422769
,-47,-54,-70,-69,-21.7722,-20.37269
,-47,-54,-70,-69,-21.9127,-20.331369
,-47,-54,-70,-69,-21.8901,-20.353269
,-48,-54,-70,-69,-21.9077,-20.303969
,-49,-54,-71,-69,-21.7508,-20.342369
,-49,-54,-72,-69,-21.7241,-20.385169
,-48,-54,-74,-69,-21.8205,-20.397669
,-48,-54,-72,-69,-21.8252,-20.350869
,-47,-54,-70,-69,-21.8416,-20.370669
,-47,-54,-70,-69,-21.9152,-20.365569
,-47,-54,-70,-69,-22.1029,-20.322469
,-48,-54,-70,-69,-21.8341,-20.311769
,-49,-54,-71,-69,-21.6396,-20.447869
,-48,-54,-72,-69,-21.5794,-20.434369
,-48,-54,-73,-69,-21.6866,-20.448669
,-47,-54,-71,-69,-21.7276,-20.412669
,-47,-54,-70,-69,-21.9103,-20.358469
,-47,-54,-70,-69,-21.8861,-20.349269
,-47,-54,-70,-69,-21.7905,-20.383169
,-48,-54,-70,-69,-21.8117,-20.384269
,-49,-54,-71,-69,-21.738,-20.431169
,-49,-54,-72,-69,-21.7554,-20.458569
,-48,-54,-74,-69,-21.922,-20.434169
,-48,-54,-72,-69,-21.9106,-20.482969
,-47,-54,-70,-69,-21.8153,-20.541369
,-47,-54,-70,-69,-21.6918,-20.564269
,-47,-54,-70,-69,-21.6771,-20.590469
,-48,-54,-70,-69,-21.8585,-20.567269
,-49,-54,-71,-69,-21.8819,-20.527569
,-51,-54,-73,-69,-21.924,-20.50969
,-50,-54,-76,-69,-22.9576,-20.508969
,-47,-54,-70,-69,-21.9039,-23.737969
,-47,-54,-70,-69,-21.952,-20.497769
,-47,-54,-69,-69,-21.8938,-20.480169
,-47,-54,-70,-69,-22.0638,-20.511369
,-48,-54,-71,-69,-22.3462,-20.413169
,-49,-54,-72,-69,-22.2159,-20.232469
,-49,-54,-72,-69,-22.0395,-20.361269
,-48,-54,-74,-69,-21.9453,-20.407969
,-48,-54,-72,-69,-22.0297,-20.475169
,-47,-54,-70,-69,-22.0959,-20.460269
,-47,-54,-70,-69,-22.0416,-20.434369
,-47,-54,-70,-69,-22.0375,-20.445869
,-48,-54,-70,-69,-22.0971,-20.435969
,-49,-54,-71,-69,-22.0346,-20.45469
,-49,-54,-72,-69,-21.9794,-20.450869
,-49,-54,-74,-69,-21.9733,-20.462469
,-48,-54,-72,-69,-21.9772,-20.455869
,-47,-54,-70,-69,-21.8929,-20.480469
,-47,-54,-70,-69,-21.8578,-20.485769
,-47,-54,-70,-69,-21.8797,-20.479669
,-48,-54,-70,-69,-21.8288,-20.473369
,-49,-54,-71,-69,-21.7604,-20.477669
,-49,-54,-72,-69,-21.8651,-20.467569
,-48,-54,-74,-69,-21.8259,-20.471469
,-48,-54,-72,-69,-22.1871,-20.01769
,-47,-54,-70,-69,-21.9291,-20.434169
,-47,-54,-70,-69,-21.9453,-20.454769
,-47,-54,-70,-69,-21.9103,-20.508769
,-48,-54,-70,-69,-21.9453,-20.493269
,-49,-54,-71,-69,-21.9175,-20.466269
,-49,-54,-73,-69,-21.8795,-20.473369
,-49,-54,-74,-69,-21.94,-20.483269
,-48,-54,-74,-69,-21.8984,-20.485269
,-47,-54,-70,-69,-21.7199,-20.52669
,-47,-54,-70,-69,-21.7281,-20.579569
,-47,-54,-70,-69,-21.7174,-20.542169
,-48,-54,-70,-69,-21.8284,-20.553569
,-48,-54,-71,-69,-21.8939,-20.531669
,-49,-54,-73,-69,-21.9401,-20.513769
,-48,-54,-74,-69,-21.9473,-20.490169
,-48,-54,-72,-69,-21.961,-20.499469
,-47,-54,-70,-69,-21.8729,-20.500869
,-49,-54,-75,-69,-26.2003,-20.511269
,-47,-54,-71,-69,-21.9809,-18.328969
,-48,-54,-70,-69,-21.979,-20.501669
,-50,-54,-72,-69,-22.0019,-20.503869
,-49,-54,-73,-69,-22.0783,-20.474469
,-48,-54,-74,-69,-22.074,-20.479869
,-47,-54,-71,-69,-22.0524,-20.498169
,-47,-54,-70,-69,-21.977,-20.466969
,-47,-54,-70,-69,-21.8515,-20.523869
,-48,-54,-70,-69,-21.863,-20.537569
,-49,-54,-71,-69,-21.7764,-20.542769
,-50,-54,-72,-69,-21.8159,-20.543869
,-48,-54,-74,-69,-21.7857,-20.514969
,-48,-54,-72,-69,-21.846,-20.511669
,-47,-54,-70,-69,-21.7644,-20.529369
,-47,-54,-70,-69,-21.8388,-20.553169
,-47,-54,-70,-69,-21.9481,-20.520269
,-48,-54,-70,-69,-21.9708,-20.501269
,-49,-54,-71,-69,-21.9076,-20.503469
,-49,-54,-73,-69,-22.0133,-20.49569
,-48,-54,-74,-69,-21.9865,-20.465269
,-48,-54,-76,-69,-21.9874,-20.485569
,-47,-54,-70,-69,-22.0842,-20.486169
,-47,-54,-70,-69,-22.0346,-20.470969
,-47,-54,-70,-69,-21.8915,-20.506169
,-48,-54,-70,-69,-21.9432,-20.513269
,-49,-54,-71,-69,-21.9211,-20.516369
,-49,-54,-73,-69,-21.9706,-20.516369
,-48,-54,-73,-69,-22.0233,-20.506669
,-47,-54,-71,-69,-21.8575,-20.537869
,-47,-54,-70,-69,-21.855,-20.566369
,-47,-54,-70,-69,-21.814,-20.543169
,-47,-54,-70,-69,-21.86,-20.569569
,-47,-54,-71,-69,-21.8731,-20.533769
,-48,-54,-72,-69,-21.8997,-20.530569
,-49,-54,-73,-69,-21.8611,-20.53969
,-48,-54,-75,-69,-21.9049,-20.549369
,-47,-54,-71,-69,-21.8115,-20.538569
,-47,-54,-70,-69,-21.6922,-20.557469
,-47,-54,-70,-69,-21.7275,-20.578169
,-47,-54,-70,-69,-21.8842,-20.53269
,-49,-54,-71,-69,-21.8411,-20.506369
,-49,-54,-72,-69,-21.8195,-20.475269
,-48,-54,-74,-69,-21.8178,-20.500969
,-47,-54,-74,-69,-21.7007,-20.498269
,-47,-54,-70,-69,-21.799,-20.538769
,-47,-54,-70,-69,-21.8342,-20.496269
,-47,-54,-70,-69,-21.811,-20.486669
,-48,-54,-70,-69,-21.8522,-20.503969
,-49,-54,-71,-69,-21.8324,-20.494469
,-50,-54,-73,-69,-21.8234,-20.471369
,-48,-54,-74,-69,-21.8408,-20.461969
,-48,-54,-72,-69,-21.9252,-20.454169
,-47,-54,-70,-69,-23.165,-20.444769
,-47,-54,-70,-69,-21.9115,-20.437969
,-47,-54,-70,-69,-21.9735,-20.417169
,-48,-54,-71,-69,-21.9039,-20.412969
,-49,-54,-71,-69,-21.9136,-20.416169
,-50,-54,-73,-69,-21.9406,-20.38669
,-48,-54,-74,-69,-21.9137,-20.409969
,-47,-54,-72,-69,-21.922,-20.462369
,-47,-54,-70,-69,-21.8796,-20.439569
,-47,-54,-70,-69,-21.844,-20.486669
,-50,-54,-76,-69,-26.2816,-19.694169
,-48,-54,-70,-69,-22.1347,-20.535169
,-49,-54,-71,-69,-22.2098,-20.583269
,-50,-54,-71,-68,-20.9389,-20.853268
,-46,-53,-70,-68,-20.1995,-21.51568
,-48,-56,-71,-72,-22.1472,-18.510372
,-48,-56,-73,-71,-23.1998,-19.001471
,-46,-56,-69,-71,-20.9607,-18.856871
,-46,-54,-67,-69,-19.9539,-20.428269
,-48,-55,-71,-70,-21.5008,-19.80487
,-49,-53,-69,-68,-19.9202,-21.728668
,-49,-57,-72,-73,-21.4658,-17.463573
,-49,-56,-75,-72,-22.8363,-18.677672
,-45,-57,-68,-73,-20.0145,-17.638673
,-44,-55,-66,-71,-19.2002,-19.481971
,-45,-55,-68,-69,-19.9371,-20.167669
,-46,-56,-70,-72,-20.9953,-18.307472
,-48,-57,-72,-73,-21.8133,-17.559773
,-50,-57,-72,-73,-21.6738,-17.508273
,-49,-57,-73,-73,-21.5364,-17.458273
,-48,-57,-73,-73,-21.4804,-17.469973
,-47,-57,-72,-73,-21.5105,-17.570573
,-46,-57,-70,-73,-21.4781,-17.423373
,-50,-57,-70,-73,-21.4746,-17.445673
,-50,-57,-70,-73,-21.5712,-17.531573
,-49,-57,-71,-73,-21.4888,-17.519973
,-50,-57,-73,-73,-21.4131,-17.502473
,-48,-57,-74,-73,-21.4653,-17.64773
,-49,-57,-73,-73,-21.5808,-17.532273
,-46,-57,-70,-73,-21.5149,-17.49773
,-46,-57,-70,-73,-21.4401,-17.501873
,-48,-57,-70,-73,-21.4018,-17.613573
,-47,-57,-70,-73,-21.4345,-17.578273
,-48,-57,-71,-73,-21.475,-17.372273
,-50,-57,-72,-73,-21.5482,-17.451573
,-51,-57,-73,-73,-21.4516,-17.497273
,-48,-57,-73,-73,-21.4596,-17.391573
,-46,-57,-74,-73,-21.5492,-17.457573
,-46,-57,-70,-73,-21.5338,-17.456373
,-47,-57,-70,-74,-21.5389,-17.32574
,-48,-57,-70,-73,-21.543,-17.412373
,-49,-57,-71,-73,-21.5197,-17.446873
,-48,-57,-73,-73,-21.4909,-17.394273
,-48,-57,-72,-73,-21.4733,-17.467173
,-47,-57,-70,-73,-21.3022,-17.60973
,-46,-57,-70,-73,-21.3846,-17.560573
,-47,-57,-70,-73,-21.4425,-17.461573
,-47,-57,-70,-73,-21.5843,-17.413273
,-48,-57,-70,-73,-21.5297,-17.443473
,-49,-57,-71,-73,-21.4902,-17.376973
,-48,-57,-73,-73,-21.5204,-17.4873
,-48,-57,-73,-73,-21.5432,-17.436573
,-47,-57,-75,-73,-21.537,-17.387673
,-46,-57,-70,-73,-21.5575,-17.391373
,-47,-57,-70,-73,-21.5437,-17.389373
,-47,-57,-70,-74,-21.5253,-17.284874
,-48,-57,-71,-73,-21.5506,-17.3673
,-49,-57,-72,-73,-21.602,-17.382773
,-48,-57,-73,-74,-21.6012,-17.318674
,-47,-57,-73,-73,-21.5657,-17.387873
,-46,-57,-70,-73,-21.5446,-17.38873
,-46,-57,-70,-74,-21.5085,-17.341874
,-47,-57,-70,-73,-21.6172,-17.395673
,-47,-57,-70,-73,-21.6041,-17.382673
,-49,-57,-71,-73,-21.6236,-17.352573
,-48,-57,-72,-73,-21.6345,-17.374673
,-49,-57,-74,-73,-21.6188,-17.343873
,-47,-57,-74,-73,-21.6451,-17.391273
,-46,-57,-70,-73,-21.6583,-17.428873
,-47,-57,-70,-74,-21.6206,-17.295574
,-47,-57,-70,-73,-21.5782,-17.369873
,-48,-57,-70,-73,-21.5672,-17.433773
,-49,-57,-71,-73,-21.5614,-17.337373
,-49,-57,-73,-73,-21.6084,-17.439273
,-48,-57,-73,-73,-21.6233,-17.453173
,-47,-57,-70,-73,-21.5875,-17.391273
,-46,-57,-70,-73,-21.5241,-17.402273
,-47,-57,-70,-73,-21.578,-17.463873
,-47,-57,-70,-73,-21.6382,-17.362973
,-48,-57,-71,-74,-21.6031,-17.291274
,-50,-57,-71,-73,-21.4815,-17.470473
,-48,-57,-72,-74,-21.3379,-17.288774
,-47,-57,-73,-74,-21.439,-17.263974
,-47,-57,-70,-74,-21.4569,-17.282474
,-46,-57,-70,-73,-21.5916,-17.470473
,-47,-57,-70,-73,-21.5911,-17.381573
,-47,-57,-70,-73,-21.5318,-17.519673
,-49,-57,-71,-73,-21.6377,-17.374773
,-50,-57,-72,-74,-21.5607,-17.325674
,-48,-57,-73,-73,-21.4956,-17.472673
,-47,-57,-74,-73,-21.5852,-17.469973
,-46,-57,-70,-73,-21.5652,-17.339473
,-46,-57,-70,-73,-21.6057,-17.430273
,-47,-57,-70,-73,-21.5844,-17.390173
,-47,-57,-70,-74,-21.5812,-17.323274
,-49,-57,-71,-73,-21.6109,-17.430273
,-48,-57,-72,-73,-21.5669,-17.465473
,-48,-57,-74,-74,-21.5595,-17.32174
,-47,-57,-73,-73,-21.6339,-17.437973
,-46,-57,-70,-73,-21.6037,-17.431973
,-46,-57,-70,-74,-21.559,-17.313874
,-47,-57,-70,-73,-21.6103,-17.404373
,-48,-57,-71,-73,-21.6072,-17.422373
,-49,-57,-72,-73,-21.5578,-17.335173
,-48,-57,-73,-73,-21.5595,-17.443773
,-48,-57,-74,-73,-21.6048,-17.438273
,-48,-57,-71,-73,-21.5689,-17.38873
,-46,-57,-70,-74,-21.5099,-17.350174
,-47,-57,-71,-73,-21.5945,-17.431773
,-47,-57,-72,-73,-21.6299,-17.355873
,-48,-57,-73,-74,-21.5527,-17.3274
,-48,-57,-75,-73,-21.5773,-17.479873
,-49,-57,-79,-73,-21.5655,-17.419773
,-48,-57,-73,-74,-21.531,-17.331274
,-47,-57,-70,-73,-21.4823,-17.417973
,-46,-57,-70,-73,-21.4989,-17.422873
,-47,-57,-71,-74,-21.4826,-18.027674
,-47,-57,-72,-73,-21.5416,-17.357273
,-48,-57,-74,-73,-21.4829,-17.362973
,-48,-57,-77,-74,-21.4328,-17.312274
,-47,-57,-70,-73,-21.4717,-17.438373
,-49,-57,-70,-73,-21.5076,-17.447973
,-46,-57,-70,-73,-21.4396,-17.37873
,-46,-57,-71,-73,-21.4999,-17.380873
,-47,-57,-72,-73,-21.6072,-17.406273
,-47,-57,-73,-73,-21.4888,-17.334573
,-48,-57,-74,-73,-21.4077,-17.422573
,-50,-57,-77,-73,-21.5225,-17.432773
,-50,-56,-82,-72,-21.2343,-18.067272
,-46,-55,-73,-70,-20.4063,-19.73927
,-45,-56,-68,-72,-19.9446,-18.765972
,-45,-55,-69,-71,-20.2931,-19.123171
,-46,-55,-71,-71,-20.3963,-19.205271
,-47,-56,-72,-71,-20.536,-18.946571
,-48,-56,-74,-71,-20.552,-18.992871
,-48,-56,-78,-72,-20.5722,-18.733472
,-48,-56,-72,-71,-20.7151,-18.746171
,-47,-56,-70,-71,-20.6294,-18.81671
,-46,-56,-69,-72,-20.6583,-18.656272
,-46,-56,-70,-71,-20.6141,-18.794171
,-46,-56,-71,-72,-20.6505,-18.649972
,-47,-56,-72,-72,-20.7336,-18.69272
,-48,-56,-74,-72,-20.7462,-18.574872
,-48,-56,-78,-72,-20.733,-18.625172
,-50,-56,-72,-72,-20.6968,-18.641972
,-46,-56,-69,-72,-20.6115,-18.508972
,-46,-56,-70,-72,-20.5552,-18.643872
,-46,-56,-70,-71,-20.5838,-18.822671
,-46,-56,-72,-72,-20.539,-18.710472
,-48,-56,-73,-72,-20.6459,-18.626472
,-48,-56,-76,-71,-20.6893,-18.72771
,-47,-56,-71,-72,-20.6623,-18.769672
,-47,-56,-70,-72,-20.6885,-18.615572
,-46,-56,-69,-72,-20.6079,-18.506572
,-46,-56,-70,-72,-20.662,-18.692172
,-46,-56,-71,-72,-20.8341,-18.637272
,-46,-55,-72,-70,-20.5825,-19.71977
,-47,-56,-72,-71,-20.0183,-19.116671
,-47,-56,-74,-72,-20.0367,-18.473972
,-48,-55,-71,-71,-20.5311,-19.362371
,-49,-56,-70,-71,-21.2593,-18.911671
,-46,-56,-71,-72,-21.6524,-18.296672
,-47,-56,-72,-72,-21.6798,-18.261972
,-47,-56,-73,-72,-21.6535,-18.269272
,-48,-56,-74,-72,-21.6921,-18.255372
,-49,-56,-75,-72,-21.6889,-18.300472
,-49,-56,-79,-72,-21.6855,-18.281572
,-48,-56,-73,-72,-21.7277,-18.340872
,-47,-56,-71,-72,-21.6834,-18.224872
,-46,-56,-70,-72,-21.6788,-18.153372
,-47,-56,-71,-72,-21.6963,-18.100172
,-47,-56,-72,-73,-21.6893,-18.011673
,-48,-56,-74,-72,-21.6463,-18.103872
,-49,-56,-72,-72,-21.6014,-18.182172
,-50,-56,-70,-72,-21.6447,-18.138572
,-48,-56,-71,-72,-21.9453,-17.77872
,-47,-56,-70,-72,-21.6814,-18.170472
,-46,-56,-71,-72,-21.737,-18.307772
,-47,-56,-72,-72,-21.7858,-18.263172
,-47,-56,-73,-72,-21.7987,-18.370672
,-48,-56,-74,-72,-21.678,-18.309172
,-49,-56,-77,-72,-21.6457,-18.211772
,-49,-56,-82,-72,-21.5708,-18.249172
,-49,-56,-74,-72,-21.6041,-18.192872
,-47,-56,-70,-72,-21.7962,-18.111172
,-47,-56,-71,-72,-21.9119,-18.103272
,-47,-56,-72,-72,-21.877,-18.081772
,-48,-56,-74,-72,-21.7242,-18.170972
,-48,-56,-75,-72,-21.5876,-18.138372
,-49,-56,-72,-72,-21.722,-18.12172
,-49,-56,-71,-72,-21.7792,-18.215172
,-47,-56,-71,-72,-21.9028,-18.114372
,-47,-56,-71,-72,-21.8133,-18.16772
,-47,-56,-71,-72,-21.8064,-18.153772
,-47,-56,-72,-72,-21.9017,-18.147772
,-48,-56,-74,-72,-21.8132,-18.083872
,-49,-56,-76,-72,-21.9972,-18.194672
,-49,-56,-72,-72,-21.82,-18.204472
,-48,-56,-71,-72,-21.7692,-18.111872
,-47,-56,-70,-72,-21.9173,-18.190472
,-49,-56,-71,-71,-21.9189,-18.83171
,-47,-56,-72,-73,-21.874,-17.961973
,-48,-56,-73,-73,-21.8903,-17.944773
,-49,-57,-74,-73,-21.8031,-17.910673
,-49,-57,-77,-73,-21.7577,-17.927973
,-48,-56,-72,-72,-21.98,-18.12472
,-47,-56,-70,-72,-21.7178,-17.641772
,-47,-56,-70,-73,-21.7291,-17.992773
,-46,-56,-71,-72,-21.6644,-18.086372
,-47,-56,-72,-72,-21.757,-18.023372
,-48,-56,-73,-73,-21.7834,-17.95973
,-48,-56,-74,-72,-21.7496,-18.036172
,-49,-56,-72,-72,-21.7333,-18.067572
,-49,-56,-71,-73,-21.8049,-17.941973
,-50,-56,-71,-73,-21.8192,-17.943273
,-46,-56,-70,-73,-21.7236,-17.923673
,-47,-57,-71,-73,-21.695,-17.878573
,-47,-57,-72,-73,-21.7382,-17.869773
,-48,-56,-73,-73,-21.751,-17.975673
,-48,-57,-75,-73,-21.8131,-17.882873
,-49,-57,-72,-73,-21.8195,-17.841673
,-48,-57,-71,-73,-21.8297,-17.917573
,-47,-57,-70,-73,-21.8003,-17.876473
,-47,-57,-70,-73,-21.7779,-17.858673
,-47,-56,-71,-73,-21.7641,-17.942373
,-47,-57,-72,-73,-21.7935,-17.904873
,-48,-57,-74,-73,-21.8302,-17.867673
,-49,-57,-76,-73,-21.8823,-17.918373
,-49,-57,-79,-73,-21.8468,-17.858473
,-49,-57,-73,-73,-21.8852,-17.85873
,-47,-57,-70,-73,-21.8846,-17.90373
,-47,-57,-71,-73,-21.8451,-17.871773
,-47,-57,-72,-73,-21.8584,-17.901173
,-48,-57,-73,-73,-21.909,-17.911373
,-48,-57,-74,-73,-21.4665,-17.837373
,-49,-57,-77,-73,-22.153,-17.857773
,-50,-57,-72,-73,-21.9431,-17.916573
,-52,-57,-71,-73,-21.9449,-17.873273
,-47,-57,-70,-73,-21.93,-17.837273
,-47,-57,-71,-73,-21.9229,-17.911573
,-47,-57,-72,-73,-21.9535,-17.883873
,-48,-57,-73,-73,-21.9063,-17.841373
,-48,-57,-75,-73,-21.9301,-17.899373
,-49,-57,-77,-73,-21.9541,-17.884573
,-52,-57,-83,-73,-21.9397,-17.806773
,-47,-57,-75,-73,-21.5497,-17.857873
,-47,-57,-71,-73,-21.9826,-17.867873
,-47,-57,-71,-73,-21.9359,-17.808673
,-47,-57,-72,-73,-21.9856,-17.85573
,-48,-57,-73,-73,-21.9998,-17.873973
,-48,-57,-73,-73,-21.9717,-17.808173
,-49,-57,-72,-73,-22.0302,-17.875773
,-50,-57,-71,-73,-22.1376,-17.852973
,-50,-57,-71,-73,-22.028,-17.773773
,-47,-57,-71,-73,-22.0717,-17.874273
,-47,-57,-71,-73,-22.0414,-17.89573
,-47,-57,-72,-73,-22.0347,-17.828873
,-51,-57,-73,-73,-21.9842,-17.900573
,-50,-57,-75,-73,-22.039,-17.906873
,-49,-57,-78,-73,-22.0291,-17.888573
,-48,-57,-76,-73,-22.0566,-17.882573
,-47,-57,-71,-73,-22.0426,-17.904373
,-47,-57,-71,-73,-22.0746,-17.871373
,-47,-57,-72,-73,-22.0318,-17.959873
,-47,-56,-72,-73,-21.8813,-18.034673
,-48,-56,-74,-73,-21.9186,-18.015373
,-49,-57,-77,-73,-22.1197,-17.928573
,-50,-57,-75,-73,-22.1212,-17.896673
,-49,-57,-71,-73,-22.1168,-17.925373
,-49,-56,-70,-73,-21.8876,-18.061473
,-47,-56,-71,-72,-21.8772,-18.033972
,-47,-56,-71,-72,-21.8168,-18.098872
,-48,-56,-73,-72,-21.9058,-18.138872
,-49,-56,-74,-72,-22.0566,-18.036372
,-49,-57,-76,-73,-21.8985,-17.945873
,-49,-56,-74,-72,-21.9657,-18.159672
,-49,-56,-71,-73,-22.1823,-17.965973
,-47,-57,-71,-73,-22.2724,-17.937473
,-47,-56,-72,-73,-22.3031,-17.976273
,-47,-56,-72,-72,-22.0916,-18.073572
,-48,-56,-74,-72,-22.2737,-18.065872
,-49,-57,-75,-73,-22.2389,-17.884273
,-49,-57,-74,-73,-22.2658,-17.956773
,-51,-57,-72,-73,-22.639,-17.870473
,-50,-57,-72,-73,-22.684,-17.959973
,-47,-57,-72,-73,-22.5354,-17.964173
,-47,-57,-71,-73,-22.173,-17.839873
,-48,-57,-72,-73,-22.3335,-17.859173
,-48,-57,-74,-73,-22.3615,-17.892573
,-49,-57,-76,-73,-22.3102,-17.962173
,-49,-57,-75,-73,-22.3309,-17.953373
,-51,-57,-71,-73,-22.2382,-17.906673
,-49,-57,-71,-73,-22.1115,-17.900773
,-47,-57,-71,-73,-21.8961,-17.871673
,-47,-57,-71,-73,-21.8636,-17.951473
,-47,-57,-72,-73,-21.9274,-17.909973
,-48,-57,-74,-73,-21.9113,-17.811173
,-48,-57,-76,-73,-21.8783,-17.906173
,-49,-57,-74,-73,-21.9818,-17.860773
,-49,-57,-71,-73,-22.0468,-17.822273
,-47,-57,-71,-73,-21.9886,-17.855673
,-47,-57,-71,-73,-21.9678,-17.848573
,-47,-57,-72,-73,-22.0393,-17.873273
,-48,-57,-73,-73,-22.0308,-17.865273
,-48,-57,-74,-73,-21.9605,-17.833873
,-49,-57,-76,-73,-22.0252,-17.88673
,-48,-57,-75,-73,-21.9891,-17.841473
,-48,-57,-75,-73,-22.0451,-17.853273
,-47,-57,-70,-73,-22.0137,-17.87973
,-47,-57,-70,-73,-22.0389,-17.824873
,-47,-57,-70,-73,-22.0393,-17.88173
,-48,-57,-71,-73,-22.0409,-17.818873
,-49,-57,-72,-73,-22.0438,-17.82773
,-50,-57,-73,-73,-22.0856,-17.844873
,-49,-57,-75,-73,-22.077,-17.691773
,-47,-57,-71,-73,-22.0514,-17.782973
,-47,-57,-70,-73,-22.0385,-17.736473
,-47,-57,-70,-73,-22.0249,-17.741173
,-47,-57,-70,-73,-22.066,-17.800173
,-48,-57,-71,-73,-22.0099,-17.746973
,-49,-57,-72,-73,-22.0222,-17.812573
,-49,-57,-73,-73,-22.0525,-17.80373
,-48,-57,-74,-73,-22.0887,-17.806473
,-47,-57,-71,-73,-22.0502,-17.832373
,-47,-57,-70,-73,-22.0225,-17.776273
,-47,-57,-70,-73,-22.0375,-17.831273
,-48,-57,-70,-73,-22.0932,-17.820373
,-49,-57,-71,-73,-22.0671,-17.791273
,-50,-57,-72,-73,-22.075,-17.840273
,-49,-57,-74,-73,-22.0727,-17.794773
,-48,-57,-73,-73,-22.1032,-17.832873
,-47,-57,-71,-73,-22.0787,-17.832273
,-47,-57,-70,-73,-22.0595,-17.77873
,-47,-57,-70,-73,-22.0197,-17.831573
,-48,-57,-70,-73,-22.0284,-17.738673
,-49,-57,-71,-73,-22.0171,-17.799673
,-49,-57,-72,-73,-21.9255,-17.803773
,-48,-57,-74,-73,-21.947,-17.709573
,-47,-57,-73,-73,-21.9429,-17.743873
,-47,-57,-70,-73,-21.8908,-17.805273
,-47,-57,-70,-73,-21.9496,-17.65873
,-47,-57,-70,-73,-21.9916,-17.735173
,-48,-57,-70,-73,-21.91,-17.755973
,-50,-57,-71,-73,-21.877,-17.729273
,-51,-57,-73,-73,-21.9229,-17.814173
,-48,-57,-75,-73,-22.0139,-17.716573
,-47,-57,-75,-73,-21.9876,-17.718473
,-47,-57,-73,-73,-21.9557,-17.810473
,-47,-57,-70,-73,-21.9213,-17.795273
,-47,-57,-70,-73,-21.9411,-17.788873
,-48,-57,-71,-73,-21.917,-17.717673
,-50,-57,-72,-73,-21.962,-17.794773
,-49,-57,-73,-73,-22.0378,-17.810973
,-48,-57,-72,-73,-21.9731,-17.728373
,-47,-57,-73,-73,-21.9888,-17.782273
,-47,-57,-70,-73,-21.9164,-17.737373
,-47,-57,-70,-73,-21.9395,-17.772173
,-48,-57,-70,-73,-21.9938,-17.79773
,-49,-57,-71,-73,-21.9446,-17.700973
,-50,-57,-72,-73,-21.8465,-17.914873
,-48,-56,-73,-72,-21.7714,-18.226872
,-48,-55,-76,-70,-22.3622,-20.4077
,-48,-53,-72,-68,-23.0252,-21.438368
,-48,-53,-72,-67,-23.1818,-21.412767
,-47,-53,-70,-68,-22.2159,-21.807868
,-49,-52,-72,-66,-23.2081,-22.693766
,-50,-52,-72,-67,-22.8062,-19.784367
,-53,-53,-76,-67,-24.2828,-22.163667
,-49,-53,-75,-67,-23.2021,-21.625267
,-47,-53,-68,-67,-20.9255,-21.351167
,-46,-52,-69,-66,-21.0898,-22.482766
,-46,-52,-70,-66,-21.6675,-22.53666
,-47,-52,-70,-66,-22.0073,-22.549166
,-48,-52,-71,-66,-22.0424,-22.414966
,-49,-52,-72,-66,-22.0636,-22.314566
,-49,-52,-73,-66,-22.0679,-22.26466
,-49,-52,-75,-66,-21.9534,-22.249366
,-47,-52,-73,-67,-21.9591,-22.240267
,-47,-52,-70,-67,-22.1114,-22.164167
,-48,-53,-72,-68,-22.7493,-21.676468
,-46,-51,-68,-65,-21.1964,-23.308365
,-52,-51,-78,-64,-26.0297,-23.206764
,-55,-51,-80,-65,-27.8503,-23.556265
,-54,-51,-82,-64,-28.1598,-24.050364
